what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"17.1-b03-307",1352110148641
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1352110148671
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1352110148693
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1352110149049
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1352110149078
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1352110149247
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1352110149349
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1352110149393
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1352110149405
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1352110151915
started,bundle,org.eclipse.wst.server.core,1.1.102.v20090825,"org.eclipse.wst.server.core",1352110152200
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.ui",1352110152235
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1352110152315
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1352110152570
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352110155401
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352110169740
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1352110171339
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352110293012
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352111180905
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352111182431
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352111184753
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352111184965
