what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596861626
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596861914
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596862193
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596862525
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596862770
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596863354
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596863388
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596864463
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596864807
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596865031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596865302
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596865466
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596865687
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1351596865938
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351596869810
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351596869965
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597048126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597081985
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597171741
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597171831
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597182491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597183843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597207083
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597222524
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351597303217
