what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852084275
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852338767
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852339296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852339746
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350852350877
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852354083
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.301.v200909020100,"org.eclipse.jst.j2ee.J2EEPerspective",1350852368099
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852368110
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852371294
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852373046
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852374559
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852380985
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350852386417
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1350852387549
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852392009
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1350852470288
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1350852472201
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350852486365
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852487492
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852489207
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852489672
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852500597
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350852501348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852501767
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350852503716
